chrom	tc_start	tc_stop	tc_name	tc_tag_count_tpm	strand	tc_representative_start	tc_representative_stop	tc_representative_score
chr10	14008164	14008325	chr10_tc_10027	2.08135480736467	-	14008164	14008165	0.148668200526048
chr10	14008422	14008467	chr10_tc_10028	1.78401840631257	-	14008433	14008434	0.297336401052095
chr10	14604315	14604453	chr10_tc_10523	14.1234790499745	-	14604400	14604401	4.75738241683352
chr10	14878602	14878668	chr10_tc_10710	1.33801380473443	-	14878602	14878603	0.148668200526048
chr10	14953992	14954103	chr10_tc_10760	2.37869120841676	-	14954064	14954065	0.297336401052095
chr10	15168556	15168696	chr10_tc_10866	6.69006902367214	-	15168633	15168634	0.59467280210419
chr10	15444456	15444494	chr10_tc_11024	5.05471881788562	-	15444464	15444465	0.446004601578143
chr10	15719892	15719931	chr10_tc_11239	1.78401840631257	-	15719908	15719909	0.297336401052095
chr10	15860446	15860531	chr10_tc_11371	5.50072341946376	-	15860506	15860507	0.59467280210419
chr10	15894120	15894161	chr10_tc_11399	1.04067740368233	-	15894120	15894121	0.148668200526048
chr10	16817362	16817530	chr10_tc_12086	19.0295296673341	-	16817418	16817419	1.18934560420838
chr10	17201639	17201704	chr10_tc_12431	1.48668200526048	-	17201666	17201667	0.297336401052095
chr10	17229467	17229586	chr10_tc_12451	1.18934560420838	-	17229467	17229468	0.148668200526048
chr10	17229703	17230029	chr10_tc_12452	4.60871421630747	-	17229836	17229837	0.446004601578143
chr10	17233796	17233922	chr10_tc_12456	1.18934560420838	-	17233796	17233797	0.148668200526048
chr10	17234731	17234824	chr10_tc_12458	2.23002300789071	-	17234822	17234823	0.297336401052095
chr10	17235200	17235373	chr10_tc_12459	2.97336401052095	-	17235280	17235281	0.297336401052095
chr10	17617342	17617386	chr10_tc_12717	1.93268660683862	-	17617373	17617374	0.59467280210419
chr10	17912731	17912784	chr10_tc_12895	2.97336401052095	-	17912742	17912743	0.446004601578143
chr10	18651556	18651659	chr10_tc_13360	1.48668200526048	-	18651583	18651584	0.297336401052095
chr10	18659233	18659343	chr10_tc_13365	1.93268660683862	-	18659255	18659256	0.297336401052095
chr10	19161718	19161754	chr10_tc_13679	1.93268660683862	-	19161744	19161745	0.297336401052095
chr10	19306112	19306154	chr10_tc_13746	2.23002300789071	-	19306112	19306113	0.148668200526048
chr10	19411340	19411381	chr10_tc_13821	1.18934560420838	-	19411342	19411343	0.297336401052095
chr10	20107104	20107173	chr10_tc_14300	1.33801380473443	-	20107104	20107105	0.148668200526048
chr10	20822554	20822716	chr10_tc_14828	1.78401840631257	-	20822554	20822555	0.148668200526048
chr10	22003653	22003769	chr10_tc_15627	15.0154882531308	-	22003729	22003730	2.37869120841676
chr10	22536712	22536717	chr10_tc_15969	2.97336401052095	-	22536712	22536713	1.63535020578652
chr10	22714481	22714635	chr10_tc_16212	10.7041104378754	-	22714540	22714541	0.892009203156285
chr10	22994848	22994912	chr10_tc_16426	1.04067740368233	-	22994848	22994849	0.148668200526048
chr10	24723874	24723941	chr10_tc_17699	8.62275563051076	-	24723880	24723881	1.63535020578652
chr10	24952580	24952606	chr10_tc_17836	2.37869120841676	-	24952600	24952601	0.446004601578143
chr10	25688618	25688731	chr10_tc_18292	1.33801380473443	-	25688618	25688619	0.148668200526048
chr10	25688783	25688875	chr10_tc_18293	1.04067740368233	-	25688783	25688784	0.148668200526048
chr10	26257667	26257692	chr10_tc_18673	1.48668200526048	-	26257667	26257668	0.297336401052095
chr10	26860794	26860990	chr10_tc_19086	18.1375204641778	-	26860950	26860951	1.33801380473443
chr10	27154337	27154435	chr10_tc_19264	11.7447878415578	-	27154383	27154384	3.56803681262514
chr10	27240483	27240490	chr10_tc_19308	1.93268660683862	-	27240485	27240486	1.33801380473443
chr10	27240772	27240825	chr10_tc_19310	1.93268660683862	-	27240792	27240793	0.297336401052095
chr10	27242090	27242113	chr10_tc_19313	1.18934560420838	-	27242101	27242102	0.297336401052095
chr10	28532617	28532636	chr10_tc_20187	1.48668200526048	-	28532622	28532623	0.297336401052095
chr10	29522451	29522842	chr10_tc_20903	4.60871421630747	-	29522522	29522523	0.297336401052095
chr10	29634921	29634972	chr10_tc_21021	1.48668200526048	-	29634970	29634971	0.297336401052095
chr10	29648211	29648286	chr10_tc_21035	2.67602760946886	-	29648274	29648275	0.59467280210419
chr10	29735825	29735932	chr10_tc_21112	1.18934560420838	-	29735825	29735826	0.148668200526048
chr10	29736890	29737078	chr10_tc_21113	4.46004601578143	-	29736934	29736935	0.59467280210419
chr10	30016516	30016692	chr10_tc_21326	3.41936861209909	-	30016545	30016546	0.743341002630238
chr10	30059514	30059605	chr10_tc_21366	5.05471881788562	-	30059581	30059582	0.59467280210419
chr10	30349276	30349282	chr10_tc_21541	1.63535020578652	-	30349277	30349278	0.892009203156285
chr10	30999433	30999534	chr10_tc_21947	2.23002300789071	-	30999533	30999534	0.297336401052095
chr10	31031856	31031924	chr10_tc_21975	3.27070041157305	-	31031864	31031865	0.743341002630238
chr10	31928778	31928848	chr10_tc_22694	4.31137781525538	-	31928813	31928814	0.743341002630238
chr10	32056387	32056455	chr10_tc_22807	19.7728706699643	-	32056424	32056425	2.67602760946886
chr10	32347137	32347237	chr10_tc_22985	3.56803681262514	-	32347157	32347158	0.59467280210419
chr10	32378737	32378814	chr10_tc_23024	5.05471881788562	-	32378751	32378752	0.446004601578143
chr10	32929868	32930052	chr10_tc_23322	2.37869120841676	-	32929976	32929977	0.446004601578143
chr10	32958172	32958301	chr10_tc_23365	64.2246626272525	-	32958265	32958266	4.75738241683352
chr10	33179057	33179165	chr10_tc_23507	1.04067740368233	-	33179057	33179058	0.148668200526048
chr10	33334426	33334673	chr10_tc_23729	39.3970731394026	-	33334541	33334542	7.87941462788052
chr10	33334839	33334905	chr10_tc_23731	7.73074642735447	-	33334865	33334866	1.18934560420838
chr10	33335089	33335181	chr10_tc_23732	1.18934560420838	-	33335114	33335115	0.297336401052095
chr10	34815282	34815337	chr10_tc_25032	6.83873722419819	-	34815320	34815321	0.892009203156285
chr10	35090310	35090368	chr10_tc_25191	7.73074642735447	-	35090332	35090333	1.04067740368233
chr10	35090510	35090618	chr10_tc_25192	2.23002300789071	-	35090613	35090614	0.446004601578143
chr10	35341486	35341536	chr10_tc_25352	9.96076943524519	-	35341492	35341493	0.892009203156285
chr10	35389246	35389338	chr10_tc_25392	2.97336401052095	-	35389266	35389267	0.446004601578143
chr10	37858042	37858103	chr10_tc_26880	1.33801380473443	-	37858083	37858084	0.297336401052095
chr10	37976565	37976647	chr10_tc_26956	1.63535020578652	-	37976565	37976566	0.148668200526048
chr10	42638507	42638585	chr10_tc_27534	1.18934560420838	-	42638507	42638508	0.148668200526048
chr10	43396737	43396775	chr10_tc_27852	1.63535020578652	-	43396766	43396767	0.446004601578143
chr10	43397207	43397281	chr10_tc_27854	2.8246958099949	-	43397256	43397257	0.446004601578143
chr10	43407766	43407824	chr10_tc_27862	7.73074642735447	-	43407777	43407778	2.08135480736467
chr10	43409150	43409241	chr10_tc_27864	10.7041104378754	-	43409181	43409182	1.18934560420838
chr10	43648825	43648880	chr10_tc_27966	2.08135480736467	-	43648873	43648874	0.59467280210419
chr10	44188202	44188246	chr10_tc_28332	4.90605061735957	-	44188219	44188220	0.59467280210419
chr10	44371917	44372093	chr10_tc_28465	1.48668200526048	-	44371917	44371918	0.148668200526048
chr10	44372158	44372377	chr10_tc_28466	1.33801380473443	-	44372215	44372216	0.297336401052095
chr10	44372663	44372786	chr10_tc_28469	2.37869120841676	-	44372743	44372744	0.297336401052095
chr10	44373014	44373139	chr10_tc_28472	1.04067740368233	-	44373014	44373015	0.148668200526048
chr10	44377926	44378234	chr10_tc_28486	5.64939161998981	-	44377968	44377969	0.446004601578143
chr10	44378446	44378544	chr10_tc_28488	1.04067740368233	-	44378446	44378447	0.148668200526048
chr10	44380815	44380884	chr10_tc_28493	1.04067740368233	-	44380815	44380816	0.297336401052095
chr10	44384977	44385154	chr10_tc_28497	272.360143363719	-	44385096	44385097	105.554422373494
chr10	44959625	44959688	chr10_tc_28887	1.18934560420838	-	44959625	44959626	0.148668200526048
chr10	44969038	44969170	chr10_tc_28894	1.18934560420838	-	44969153	44969154	0.297336401052095
chr10	44977244	44977592	chr10_tc_28908	6.83873722419819	-	44977551	44977552	0.59467280210419
chr10	44977732	44978021	chr10_tc_28910	4.31137781525538	-	44977837	44977838	0.297336401052095
chr10	44978640	44978878	chr10_tc_28912	357.69569046567	-	44978808	44978809	172.603780810741
chr10	45594774	45594933	chr10_tc_29293	2.52735940894281	-	45594840	45594841	0.297336401052095
chr10	45672751	45672793	chr10_tc_29342	1.93268660683862	-	45672771	45672772	0.297336401052095
chr10	46015181	46015275	chr10_tc_29392	1.04067740368233	-	46015184	46015185	0.297336401052095
chr10	46023352	46023498	chr10_tc_29397	22.8949028810113	-	46023377	46023378	4.60871421630747
chr10	46030538	46030670	chr10_tc_29403	23.3409074825895	-	46030572	46030573	1.93268660683862
chr10	49115485	49115528	chr10_tc_30500	1.63535020578652	-	49115485	49115486	0.297336401052095
chr10	49188341	49188426	chr10_tc_30566	6.69006902367214	-	49188346	49188347	0.892009203156285
chr10	49539017	49539127	chr10_tc_30853	2.8246958099949	-	49539029	49539030	0.446004601578143
chr10	49703267	49703339	chr10_tc_30976	2.08135480736467	-	49703281	49703282	0.446004601578143
chr10	50418294	50418467	chr10_tc_31321	5.35205521893771	-	50418409	50418410	0.892009203156285
chr10	50623918	50624004	chr10_tc_31524	5.35205521893771	-	50623955	50623956	0.59467280210419
chr10	50861334	50861444	chr10_tc_31628	1.93268660683862	-	50861409	50861410	0.297336401052095
chr10	50861877	50862024	chr10_tc_31630	9.366096633141	-	50861923	50861924	0.892009203156285
chr10	51699573	51699640	chr10_tc_32311	9.96076943524519	-	51699594	51699595	2.08135480736467
chr10	52214549	52214592	chr10_tc_32681	1.33801380473443	-	52214549	52214550	0.148668200526048
chr10	52755364	52755486	chr10_tc_33079	5.9467280210419	-	52755459	52755460	0.743341002630238
chr10	52767966	52768010	chr10_tc_33096	1.48668200526048	-	52767966	52767967	0.148668200526048
chr10	54260755	54260788	chr10_tc_34096	2.23002300789071	-	54260769	54260770	0.297336401052095
chr10	54283535	54283598	chr10_tc_34110	4.46004601578143	-	54283569	54283570	0.446004601578143
chr10	54347731	54347759	chr10_tc_34148	1.78401840631257	-	54347741	54347742	0.297336401052095
chr10	56361240	56361303	chr10_tc_35525	3.27070041157305	-	56361258	56361259	1.04067740368233
chr10	57567357	57567397	chr10_tc_36319	2.37869120841676	-	57567358	57567359	0.297336401052095
chr10	58267876	58267947	chr10_tc_36813	1.33801380473443	-	58267893	58267894	0.297336401052095
chr10	59282306	59282393	chr10_tc_37564	3.56803681262514	-	59282322	59282323	0.446004601578143
chr10	59362448	59362585	chr10_tc_37642	3.71670501315119	-	59362519	59362520	0.297336401052095
chr10	59362823	59362859	chr10_tc_37644	1.04067740368233	-	59362823	59362824	0.148668200526048
chr10	59793019	59793107	chr10_tc_37936	1.18934560420838	-	59793019	59793020	0.148668200526048
chr10	59906433	59906580	chr10_tc_38075	7.87941462788052	-	59906448	59906449	0.892009203156285
chr10	59913898	59913941	chr10_tc_38080	1.18934560420838	-	59913898	59913899	0.148668200526048
chr10	60944134	60944197	chr10_tc_39082	1.93268660683862	-	60944177	60944178	0.446004601578143
chr10	61027779	61027829	chr10_tc_39154	1.04067740368233	-	61027779	61027780	0.148668200526048
chr10	62816296	62816415	chr10_tc_40597	1.93268660683862	-	62816367	62816368	0.297336401052095
chr10	63208347	63208538	chr10_tc_40882	1.18934560420838	-	63208537	63208538	0.297336401052095
chr10	63213831	63214102	chr10_tc_40894	2.67602760946886	-	63213895	63213896	0.297336401052095
chr10	63215288	63215511	chr10_tc_40903	3.27070041157305	-	63215288	63215289	0.148668200526048
chr10	63268781	63268931	chr10_tc_40977	2.37869120841676	-	63268928	63268929	0.446004601578143
chr10	63269014	63269088	chr10_tc_40978	2.52735940894281	-	63269045	63269046	0.446004601578143
chr10	63269165	63269275	chr10_tc_40979	11.5961196410317	-	63269213	63269214	1.48668200526048
chr10	63465971	63465990	chr10_tc_41163	2.8246958099949	-	63465976	63465977	1.33801380473443
chr10	63521777	63521922	chr10_tc_41213	6.83873722419819	-	63521888	63521889	0.59467280210419
chr10	63522012	63522126	chr10_tc_41214	4.31137781525538	-	63522100	63522101	0.297336401052095
chr10	65405980	65406029	chr10_tc_42494	2.37869120841676	-	65406014	65406015	0.446004601578143
chr10	65751711	65751750	chr10_tc_42697	1.33801380473443	-	65751711	65751712	0.148668200526048
chr10	66276810	66276838	chr10_tc_43066	1.33801380473443	-	66276810	66276811	0.297336401052095
chr10	68075182	68075349	chr10_tc_44332	9.66343303419309	-	68075225	68075226	1.18934560420838
chr10	68332920	68332982	chr10_tc_44503	1.63535020578652	-	68332920	68332921	0.297336401052095
chr10	68359485	68359540	chr10_tc_44536	1.63535020578652	-	68359518	68359519	0.297336401052095
chr10	68359592	68359721	chr10_tc_44537	11.4474514405057	-	68359614	68359615	0.892009203156285
chr10	68407203	68407309	chr10_tc_44575	6.09539622156795	-	68407276	68407277	1.33801380473443
chr10	68527397	68527523	chr10_tc_44633	6.244064422094	-	68527486	68527487	0.743341002630238
chr10	70132761	70132869	chr10_tc_45547	3.86537321367724	-	70132811	70132812	0.446004601578143
chr10	70146623	70146716	chr10_tc_45564	1.78401840631257	-	70146623	70146624	0.148668200526048
chr10	70151256	70151265	chr10_tc_45569	1.78401840631257	-	70151257	70151258	1.33801380473443
chr10	70151719	70151816	chr10_tc_45570	1.18934560420838	-	70151814	70151815	0.297336401052095
chr10	70170456	70170550	chr10_tc_45606	36.2750409283556	-	70170513	70170514	5.9467280210419
chr10	70233299	70233456	chr10_tc_45645	22.4488982794332	-	70233398	70233399	2.37869120841676
chr10	70602709	70602782	chr10_tc_45841	2.37869120841676	-	70602712	70602713	0.446004601578143
chr10	70888555	70888617	chr10_tc_46019	9.66343303419309	-	70888558	70888559	1.04067740368233
chr10	71009813	71009851	chr10_tc_46085	1.33801380473443	-	71009824	71009825	0.297336401052095
chr10	71218210	71218262	chr10_tc_46225	1.18934560420838	-	71218239	71218240	0.297336401052095
chr10	71579168	71579200	chr10_tc_46429	1.48668200526048	-	71579170	71579171	0.297336401052095
chr10	71773459	71773617	chr10_tc_46542	8.92009203156285	-	71773519	71773520	1.93268660683862
chr10	71816562	71816662	chr10_tc_46562	1.63535020578652	-	71816562	71816563	0.148668200526048
chr10	71816794	71816978	chr10_tc_46564	3.56803681262514	-	71816844	71816845	0.297336401052095
chr10	71817042	71817488	chr10_tc_46565	5.50072341946376	-	71817375	71817376	0.59467280210419
chr10	71818653	71818712	chr10_tc_46566	1.04067740368233	-	71818653	71818654	0.148668200526048
chr10	71819492	71819638	chr10_tc_46568	4.46004601578143	-	71819542	71819543	0.446004601578143
chr10	71819726	71819825	chr10_tc_46569	3.27070041157305	-	71819760	71819761	0.297336401052095
chr10	71820272	71820337	chr10_tc_46570	1.48668200526048	-	71820272	71820273	0.148668200526048
chr10	71821913	71822029	chr10_tc_46572	2.97336401052095	-	71821913	71821914	0.297336401052095
chr10	71828045	71828181	chr10_tc_46584	6.244064422094	-	71828145	71828146	1.33801380473443
chr10	71828903	71829077	chr10_tc_46585	8.02808282840657	-	71828926	71828927	0.446004601578143
chr10	71831167	71831254	chr10_tc_46588	4.01404141420328	-	71831177	71831178	0.446004601578143
chr10	71834401	71834510	chr10_tc_46591	2.8246958099949	-	71834417	71834418	0.297336401052095
chr10	71851206	71851389	chr10_tc_46614	439.463200754997	-	71851248	71851249	134.098716874495
chr10	72088442	72088585	chr10_tc_46741	1.93268660683862	-	72088552	72088553	0.297336401052095
chr10	72215903	72215960	chr10_tc_46854	1.93268660683862	-	72215903	72215904	0.148668200526048
chr10	72216251	72216318	chr10_tc_46856	5.35205521893771	-	72216274	72216275	0.743341002630238
chr10	72275069	72275400	chr10_tc_46892	3.41936861209909	-	72275069	72275070	0.297336401052095
chr10	72275478	72275630	chr10_tc_46893	1.04067740368233	-	72275478	72275479	0.148668200526048
chr10	72354898	72354997	chr10_tc_46946	11.2987832399796	-	72354918	72354919	1.18934560420838
chr10	72566675	72566799	chr10_tc_47093	1.04067740368233	-	72566675	72566676	0.148668200526048
chr10	72626046	72626126	chr10_tc_47121	13.9748108494485	-	72626078	72626079	2.23002300789071
chr10	73059422	73059425	chr10_tc_47405	1.18934560420838	-	73059422	73059423	0.59467280210419
chr10	73096801	73096983	chr10_tc_47436	24.3815848862718	-	73096861	73096862	5.35205521893771
chr10	73167978	73168101	chr10_tc_47483	6.98740542472424	-	73168007	73168008	0.892009203156285
chr10	73247229	73247343	chr10_tc_47524	2.97336401052095	-	73247255	73247256	0.59467280210419
chr10	73252525	73252690	chr10_tc_47535	10.7041104378754	-	73252618	73252619	0.892009203156285
chr10	73414037	73414082	chr10_tc_47660	11.5961196410317	-	73414057	73414058	1.78401840631257
chr10	73495835	73496045	chr10_tc_47737	11.2987832399796	-	73496023	73496024	1.18934560420838
chr10	73625981	73626035	chr10_tc_47838	1.33801380473443	-	73625981	73625982	0.148668200526048
chr10	73641454	73641518	chr10_tc_47847	1.78401840631257	-	73641473	73641474	0.446004601578143
chr10	73730484	73730516	chr10_tc_47864	1.18934560420838	-	73730493	73730494	0.297336401052095
chr10	73744250	73744314	chr10_tc_47870	17.3941794615476	-	73744264	73744265	4.60871421630747
chr10	73811588	73811631	chr10_tc_47931	2.67602760946886	-	73811597	73811598	0.892009203156285
chr10	73874488	73874582	chr10_tc_47972	3.86537321367724	-	73874538	73874539	0.297336401052095
chr10	74150787	74150849	chr10_tc_48152	11.0014468389275	-	74150790	74150791	1.04067740368233
chr10	74151029	74151099	chr10_tc_48153	1.63535020578652	-	74151029	74151030	0.148668200526048
chr10	75401343	75401412	chr10_tc_48820	1.48668200526048	-	75401388	75401389	0.446004601578143
chr10	75401751	75401834	chr10_tc_48822	12.1907924431359	-	75401763	75401764	2.52735940894281
chr10	75616253	75616317	chr10_tc_49003	1.63535020578652	-	75616296	75616297	0.297336401052095
chr10	75973082	75973103	chr10_tc_49340	1.18934560420838	-	75973082	75973083	0.148668200526048
chr10	76652284	76652341	chr10_tc_49926	1.18934560420838	-	76652284	76652285	0.148668200526048
chr10	76959724	76959787	chr10_tc_50212	3.86537321367724	-	76959750	76959751	0.892009203156285
chr10	77637630	77637833	chr10_tc_50908	3.41936861209909	-	77637803	77637804	0.446004601578143
chr10	77926731	77926761	chr10_tc_51117	2.37869120841676	-	77926753	77926754	1.33801380473443
chr10	78029487	78029556	chr10_tc_51186	3.41936861209909	-	78029514	78029515	0.446004601578143
chr10	78790110	78790197	chr10_tc_51774	36.5723773294077	-	78790155	78790156	2.23002300789071
chr10	79445351	79445443	chr10_tc_52210	2.67602760946886	-	79445414	79445415	0.59467280210419
chr10	79445618	79445685	chr10_tc_52211	4.01404141420328	-	79445623	79445624	0.446004601578143
chr10	79605450	79605483	chr10_tc_52299	2.97336401052095	-	79605451	79605452	0.297336401052095
chr10	80205454	80205600	chr10_tc_52496	32.2609995141523	-	80205535	80205536	3.122032211047
chr10	82108690	82108726	chr10_tc_53829	1.18934560420838	-	82108690	82108691	0.148668200526048
chr10	82532514	82532581	chr10_tc_54175	1.18934560420838	-	82532514	82532515	0.148668200526048
chr10	82532640	82532661	chr10_tc_54176	1.18934560420838	-	82532656	82532657	0.297336401052095
chr10	83955194	83955237	chr10_tc_55259	2.67602760946886	-	83955207	83955208	0.297336401052095
chr10	85438449	85438549	chr10_tc_56303	1.48668200526048	-	85438463	85438464	0.297336401052095
chr10	85703018	85703155	chr10_tc_56532	1.33801380473443	-	85703018	85703019	0.148668200526048
chr10	86521736	86521808	chr10_tc_57163	2.23002300789071	-	86521780	86521781	0.297336401052095
chr10	86957548	86957629	chr10_tc_57379	12.636797044714	-	86957614	86957615	2.08135480736467
chr10	87094781	87094942	chr10_tc_57445	4.46004601578143	-	87094888	87094889	0.743341002630238
chr10	87342339	87342391	chr10_tc_57464	1.48668200526048	-	87342342	87342343	0.446004601578143
chr10	87818163	87818265	chr10_tc_57707	10.7041104378754	-	87818210	87818211	1.18934560420838
chr10	88941247	88941364	chr10_tc_58662	1.48668200526048	-	88941334	88941335	0.297336401052095
chr10	88952766	88952807	chr10_tc_58682	32.4096677146784	-	88952771	88952772	7.87941462788052
chr10	88991292	88991367	chr10_tc_58725	3.71670501315119	-	88991331	88991332	0.446004601578143
chr10	89207313	89207317	chr10_tc_58898	1.33801380473443	-	89207314	89207315	0.743341002630238
chr10	89251770	89251918	chr10_tc_58955	55.3045705956897	-	89251774	89251775	11.4474514405057
chr10	89996807	89996833	chr10_tc_59499	1.04067740368233	-	89996821	89996822	0.297336401052095
chr10	90912287	90912291	chr10_tc_60192	1.63535020578652	-	90912288	90912289	0.743341002630238
chr10	90921084	90921091	chr10_tc_60197	1.78401840631257	-	90921089	90921090	0.446004601578143
chr10	90935206	90935243	chr10_tc_60217	1.18934560420838	-	90935230	90935231	0.446004601578143
chr10	91512771	91512813	chr10_tc_60671	2.37869120841676	-	91512792	91512793	0.446004601578143
chr10	91633039	91633075	chr10_tc_60772	3.122032211047	-	91633070	91633071	1.48668200526048
chr10	92291023	92291089	chr10_tc_61214	2.08135480736467	-	92291052	92291053	0.297336401052095
chr10	92573984	92574098	chr10_tc_61398	5.50072341946376	-	92574068	92574069	0.446004601578143
chr10	93209650	93209679	chr10_tc_61781	11.1501150394536	-	93209671	93209672	2.23002300789071
chr10	93482169	93482458	chr10_tc_62029	13.2314698468182	-	93482293	93482294	0.892009203156285
chr10	93591996	93592092	chr10_tc_62109	1.33801380473443	-	93591996	93591997	0.297336401052095
chr10	93600497	93600510	chr10_tc_62114	1.18934560420838	-	93600497	93600498	0.297336401052095
chr10	93601197	93601294	chr10_tc_62119	116.109864610843	-	93601234	93601235	55.1559023951636
chr10	93601397	93601471	chr10_tc_62120	5.05471881788562	-	93601426	93601427	0.743341002630238
chr10	93702468	93702619	chr10_tc_62203	3.41936861209909	-	93702584	93702585	0.446004601578143
chr10	94362853	94362994	chr10_tc_62717	6.54140082314609	-	94362938	94362939	0.892009203156285
chr10	95290860	95291096	chr10_tc_63151	20.8135480736467	-	95291002	95291003	4.16270961472933
chr10	95313416	95313504	chr10_tc_63188	1.18934560420838	-	95313416	95313417	0.148668200526048
chr10	95339155	95339263	chr10_tc_63244	1.18934560420838	-	95339155	95339156	0.148668200526048
chr10	95378898	95379002	chr10_tc_63314	1.04067740368233	-	95378898	95378899	0.148668200526048
chr10	95384023	95384071	chr10_tc_63326	1.18934560420838	-	95384035	95384036	0.297336401052095
chr10	95389744	95389948	chr10_tc_63335	65.1166718304088	-	95389786	95389787	6.69006902367214
chr10	95390025	95390154	chr10_tc_63336	1.93268660683862	-	95390087	95390088	0.446004601578143
chr10	95414556	95414678	chr10_tc_63367	1.33801380473443	-	95414613	95414614	0.297336401052095
chr10	95414745	95414858	chr10_tc_63368	1.93268660683862	-	95414825	95414826	0.297336401052095
chr10	95415535	95415800	chr10_tc_63372	6.98740542472424	-	95415699	95415700	0.59467280210419
chr10	95422000	95422077	chr10_tc_63386	1.78401840631257	-	95422017	95422018	0.743341002630238
chr10	95422287	95422338	chr10_tc_63387	4.46004601578143	-	95422309	95422310	0.743341002630238
chr10	95561341	95561414	chr10_tc_63516	4.60871421630747	-	95561370	95561371	1.04067740368233
chr10	95656658	95656732	chr10_tc_63581	2.67602760946886	-	95656658	95656659	0.59467280210419
chr10	95693833	95693957	chr10_tc_63604	8.02808282840657	-	95693926	95693927	1.78401840631257
chr10	95965387	95965448	chr10_tc_63801	18.5835250657559	-	95965411	95965412	1.04067740368233
chr10	96090195	96090221	chr10_tc_63921	1.93268660683862	-	96090214	96090215	0.446004601578143
chr10	96271414	96271572	chr10_tc_64054	2.37869120841676	-	96271564	96271565	0.446004601578143
chr10	96586951	96587024	chr10_tc_64353	14.7181518520787	-	96587011	96587012	2.37869120841676
chr10	96720493	96720557	chr10_tc_64487	3.41936861209909	-	96720508	96720509	0.446004601578143
chr10	97292632	97292651	chr10_tc_64798	2.67602760946886	-	97292636	97292637	1.18934560420838
chr10	97334483	97334509	chr10_tc_64820	1.04067740368233	-	97334483	97334484	0.148668200526048
